Section ID	7/20/26 9:24 AM PDT	7/22/26 2:32 AM PDT	7/24/2026, 11:43:00 PM	7/27/2026, 3:25:20 AM	7/28/2026, 8:44:00 PM	7/29/2026, 8:09:00 PM	7/30/2026, 7:06:00 PM	7/31/2026, 6:18:00 PM	8/3/2026, 7:12:00 PM	8/4/2026, 7:14:00 PM	8/5/2026, 10:57:00 PM	8/6/2026, 11:45:00 PM	8/7/2026, 10:57:00 PM	8/9/2026, 8:44:00 PM	8/10/2026, 8:57:00 PM	8/11/2026, 9:25:00 PM	8/12/2026, 6:44:00 PM	8/13/2026, 7:18:00 PM	8/14/2026, 6:41:00 PM	8/16/2026, 10:50:00 PM	8/17/2026, 9:27:00 PM	8/18/2026, 8:53:00 PM	8/18/2026, 11:55:00 PM	8/19/2026, 8:17:00 PM	8/20/2026, 8:33:00 PM	8/21/2026, 6:29:00 PM	8/22/2026, 10:55:00 PM	8/26/2026, 12:12:00 AM	8/27/2026, 10:33:00 PM	8/28/2026, 10:18:00 PM	8/31/2026, 7:15:00 PM	9/1/2026, 9:35:00 PM
EL00000582	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000583	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000584	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000585	9999/9999	9999/9999	9997/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000586	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000587	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000588	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000589	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000590	9999/9999	9999/9999	9999/9999/0	9999/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000591	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000592	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000593	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000594	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000595	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9997/9999/0	9997/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000596	9999/9999	9999/9999	9998/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000597	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000598	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000599	9999/9999	9999/9999	9997/9999/0	9997/9999	9996/9999	9997/9999/0	9997/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000600	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000601	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000602	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000603	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000604	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000605	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000606	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000607	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000608	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000609	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000610	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000611	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000612	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000613	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000614	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000615	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000616	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9996/9999/0	9996/9999/0	9996/9999/0	9996/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0
EL00000617	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000618	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000619	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000620	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000621	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000622	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000623	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000624	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000625	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000626	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000627	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000628	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000629	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000630	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000631	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000632	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000633	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000634	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
